V=0.0080,V=0.0109,V=0.0137,V=0.0166,V=0.0195,V=0.0223,V=0.0252,V=0.0281,V=0.0309,V=0.0338,V=0.0366,V=0.0395,V=0.0424,V=0.0452,V=0.0481,V=0.0510,V=0.0538,V=0.0567,V=0.0596,V=0.0624,V=0.0653,V=0.0682,V=0.0710,V=0.0739,V=0.0768,V=0.0796,V=0.0825,V=0.0854,V=0.0882,V=0.0911,V=0.0940,V=0.0969,V=0.0998,V=0.1026,V=0.1055,V=0.1084,V=0.1113,V=0.1142,V=0.1171,V=0.1200,t_step,t/T
,37.86073388216966,37.608305589243386,42.44105832756627,52.651255932123576,62.679853497178804,72.2952680429569,76.08075373545478,77.02610236931537,77.97590730286497,78.19101371029875,78.4050731150102,77.88312084612433,78.09473350528668,77.57480206553036,77.78397238102951,77.26599726460422,76.75139026943029,76.95664735351585,76.44388880048383,76.64669425061022,76.13572313050754,75.62799561079815,75.8268373422242,75.32079579692163,74.81792106565771,75.01276330442235,74.51147710910672,74.01328400539117,74.20409219397015,73.70739410852724,73.8957155864331,73.40045917604205,73.5862975186591,74.45546394696744,76.02708429816109,78.33950511871777,81.45456622589015,85.46458335757113,87.24866257566838,0,0.0
,37.86073388216966,37.608305589243386,42.44105832756627,52.651255932123576,62.679853497178804,72.2952680429569,76.08075373545478,77.02610236931537,77.97590730286497,78.19101371029875,78.4050731150102,77.88312084612433,78.09473350528668,77.57480206553036,77.78397238102951,77.26599726460422,77.4727294522961,76.95664735351585,76.44388880048383,76.64669425061022,76.13572313050754,75.62799561079815,75.8268373422242,75.32079579692163,74.81792106565771,75.01276330442235,74.51147710910672,74.01328400539117,74.20409219397015,73.70739410852724,73.8957155864331,73.40045917604205,73.5862975186591,74.45546394696744,76.02708429816109,78.33950511871777,81.45456622589015,85.46458335757113,87.24866257566838,1,0.005
,37.86073388216966,37.608305589243386,42.44105832756627,52.651255932123576,62.679853497178804,72.2952680429569,76.08075373545478,77.02610236931537,77.97590730286497,78.19101371029875,78.4050731150102,77.88312084612433,78.09473350528668,77.57480206553036,77.78397238102951,77.26599726460422,77.4727294522961,76.95664735351585,76.44388880048383,76.64669425061022,76.13572313050754,75.62799561079815,75.8268373422242,75.32079579692163,74.81792106565771,75.01276330442235,74.51147710910672,74.70384531772363,74.20409219397015,73.70739410852724,73.8957155864331,74.08314647017666,73.5862975186591,74.45546394696744,76.02708429816109,78.33950511871777,81.45456622589015,85.46458335757113,87.24866257566838,2,0.01
,37.86073388216966,37.608305589243386,42.44105832756627,52.651255932123576,62.679853497178804,72.2952680429569,76.08075373545478,77.02610236931537,77.97590730286497,78.19101371029875,78.4050731150102,77.88312084612433,78.09473350528668,77.57480206553036,77.78397238102951,77.26599726460422,77.4727294522961,76.95664735351585,76.44388880048383,76.64669425061022,76.13572313050754,75.62799561079815,75.8268373422242,75.32079579692163,74.81792106565771,75.01276330442235,74.51147710910672,74.70384531772363,74.20409219397015,73.70739410852724,73.8957155864331,74.08314647017666,73.5862975186591,74.45546394696744,76.02708429816109,78.33950511871777,82.20227365397211,85.46458335757113,87.24866257566838,3,0.015
,37.86073388216966,37.608305589243386,42.44105832756627,52.651255932123576,62.679853497178804,72.2952680429569,76.08075373545478,77.75972157836384,77.97590730286497,78.19101371029875,78.4050731150102,77.88312084612433,78.09473350528668,77.57480206553036,77.78397238102951,77.26599726460422,77.4727294522961,76.95664735351585,76.44388880048383,76.64669425061022,76.13572313050754,75.62799561079815,75.8268373422242,75.32079579692163,74.81792106565771,75.01276330442235,74.51147710910672,74.70384531772363,74.20409219397015,73.70739410852724,73.8957155864331,74.08314647017666,74.26971854710524,74.45546394696744,76.02708429816109,78.33950511871777,82.20227365397211,85.46458335757113,87.24866257566838,4,0.02
,37.86073388216966,37.608305589243386,42.44105832756627,52.651255932123576,62.679853497178804,72.2952680429569,76.08075373545478,77.75972157836384,77.97590730286497,78.19101371029875,78.4050731150102,77.88312084612433,78.09473350528668,78.30535424781368,77.78397238102951,77.26599726460422,77.4727294522961,76.95664735351585,76.44388880048383,76.64669425061022,76.13572313050754,75.62799561079815,75.8268373422242,75.32079579692163,75.51717650666,75.01276330442235,74.51147710910672,74.70384531772363,74.20409219397015,74.39398999563495,73.8957155864331,74.08314647017666,74.26971854710524,74.45546394696744,76.02708429816109,78.33950511871777,82.20227365397211,85.46458335757113,87.24866257566838,5,0.025
,37.86073388216966,37.608305589243386,42.44105832756627,52.651255932123576,62.679853497178804,72.2952680429569,76.08075373545478,77.75972157836384,77.97590730286497,78.19101371029875,78.4050731150102,78.61811821399438,78.09473350528668,78.30535424781368,77.78397238102951,77.26599726460422,77.4727294522961,76.95664735351585,77.16094544954504,76.64669425061022,76.13572313050754,76.33608087722608,75.8268373422242,75.32079579692163,75.51717650666,75.01276330442235,74.51147710910672,74.70384531772363,74.20409219397015,74.39398999563495,73.8957155864331,74.08314647017666,74.26971854710524,74.45546394696744,76.02708429816109,78.33950511871777,82.20227365397211,85.46458335757113,88.05046271926544,6,0.03
,37.86073388216966,37.608305589243386,42.44105832756627,52.651255932123576,62.679853497178804,72.2952680429569,76.08075373545478,77.75972157836384,77.97590730286497,78.19101371029875,78.4050731150102,78.61811821399438,78.09473350528668,78.30535424781368,77.78397238102951,77.26599726460422,77.4727294522961,76.95664735351585,77.16094544954504,76.64669425061022,76.13572313050754,76.33608087722608,75.8268373422242,75.32079579692163,75.51717650666,75.01276330442235,74.51147710910672,74.70384531772363,74.20409219397015,74.39398999563495,73.8957155864331,74.08314647017666,74.26971854710524,74.45546394696744,76.02708429816109,78.33950511871777,82.20227365397211,85.46458335757113,88.05046271926544,7,0.035
,37.86073388216966,37.608305589243386,42.44105832756627,52.651255932123576,62.679853497178804,72.2952680429569,76.08075373545478,77.75972157836384,77.97590730286497,78.19101371029875,78.4050731150102,78.61811821399438,78.09473350528668,78.30535424781368,77.78397238102951,77.99217292258908,77.4727294522961,76.95664735351585,77.16094544954504,76.64669425061022,76.13572313050754,76.33608087722608,75.8268373422242,75.32079579692163,75.51717650666,75.01276330442235,74.51147710910672,74.70384531772363,74.20409219397015,74.39398999563495,73.8957155864331,74.08314647017666,74.26971854710524,74.45546394696744,76.02708429816109,78.33950511871777,82.20227365397211,85.46458335757113,88.05046271926544,8,0.04
,37.86073388216966,37.608305589243386,42.44105832756627,52.651255932123576,62.679853497178804,72.2952680429569,76.08075373545478,77.75972157836384,77.97590730286497,78.19101371029875,78.4050731150102,78.61811821399438,78.09473350528668,78.30535424781368,77.78397238102951,77.99217292258908,77.4727294522961,76.95664735351585,77.16094544954504,76.64669425061022,76.13572313050754,76.33608087722608,75.8268373422242,75.32079579692163,75.51717650666,75.01276330442235,74.51147710910672,74.70384531772363,74.20409219397015,74.39398999563495,73.8957155864331,74.08314647017666,74.26971854710524,74.45546394696744,76.02708429816109,78.33950511871777,82.20227365397211,85.46458335757113,88.05046271926544,9,0.045
,37.86073388216966,37.608305589243386,42.44105832756627,52.651255932123576,62.679853497178804,72.2952680429569,76.08075373545478,77.75972157836384,77.97590730286497,78.19101371029875,78.4050731150102,78.61811821399438,78.09473350528668,78.30535424781368,77.78397238102951,77.99217292258908,77.4727294522961,76.95664735351585,77.16094544954504,76.64669425061022,76.13572313050754,76.33608087722608,75.8268373422242,75.32079579692163,75.51717650666,75.01276330442235,74.51147710910672,74.70384531772363,74.20409219397015,74.39398999563495,73.8957155864331,74.08314647017666,74.26971854710524,74.45546394696744,76.02708429816109,78.33950511871777,82.20227365397211,85.46458335757113,88.05046271926544,10,0.05
,37.86073388216966,37.608305589243386,42.44105832756627,52.651255932123576,62.679853497178804,72.2952680429569,76.08075373545478,77.75972157836384,77.97590730286497,78.19101371029875,78.4050731150102,78.61811821399438,78.09473350528668,78.30535424781368,77.78397238102951,77.99217292258908,77.4727294522961,76.95664735351585,77.16094544954504,76.64669425061022,76.13572313050754,76.33608087722608,75.8268373422242,75.32079579692163,75.51717650666,75.01276330442235,75.20668668003384,74.70384531772363,74.20409219397015,74.39398999563495,73.8957155864331,74.08314647017666,74.26971854710524,74.45546394696744,76.02708429816109,78.33950511871777,82.20227365397211,85.46458335757113,88.05046271926544,11,0.055
,37.86073388216966,37.608305589243386,42.44105832756627,52.651255932123576,62.679853497178804,72.2952680429569,76.08075373545478,77.75972157836384,77.97590730286497,78.19101371029875,78.4050731150102,78.61811821399438,78.09473350528668,78.30535424781368,77.78397238102951,77.99217292258908,77.4727294522961,76.95664735351585,77.16094544954504,76.64669425061022,76.13572313050754,76.33608087722608,75.8268373422242,76.02475115322454,75.51717650666,75.01276330442235,75.20668668003384,74.70384531772363,74.20409219397015,74.39398999563495,73.8957155864331,74.08314647017666,74.26971854710524,74.45546394696744,76.02708429816109,78.33950511871777,82.20227365397211,85.46458335757113,88.05046271926544,12,0.06
,37.86073388216966,37.608305589243386,42.44105832756627,52.651255932123576,62.679853497178804,72.2952680429569,76.80904695970952,77.75972157836384,78.71505252718558,78.93052632790652,78.4050731150102,78.61811821399438,78.09473350528668,78.30535424781368,77.78397238102951,77.99217292258908,77.4727294522961,77.67851376481684,77.16094544954504,76.64669425061022,76.84856211773902,76.33608087722608,75.8268373422242,76.02475115322454,75.51717650666,75.01276330442235,75.20668668003384,74.70384531772363,74.20409219397015,74.39398999563495,73.8957155864331,74.08314647017666,74.26971854710524,74.45546394696744,76.02708429816109,78.33950511871777,82.20227365397211,85.46458335757113,88.05046271926544,13,0.065
,37.86073388216966,37.608305589243386,42.44105832756627,52.651255932123576,62.679853497178804,72.2952680429569,76.80904695970952,77.75972157836384,78.71505252718558,78.93052632790652,78.4050731150102,78.61811821399438,78.83018208482578,78.30535424781368,77.78397238102951,77.99217292258908,77.4727294522961,77.67851376481684,77.16094544954504,76.64669425061022,76.84856211773902,76.33608087722608,75.8268373422242,76.02475115322454,75.51717650666,75.01276330442235,75.20668668003384,74.70384531772363,74.20409219397015,74.39398999563495,73.8957155864331,74.08314647017666,74.26971854710524,75.1451181153037,76.02708429816109,78.33950511871777,82.20227365397211,85.46458335757113,88.05046271926544,14,0.07
